player.name,player.slug,player.shortName,player.position,player.id,playerCoordinates.x,playerCoordinates.y,isHome,shotType,situation,bodyPart,goalMouthLocation,xg,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,goalMouthCoordinates.y,goalMouthCoordinates.z,blockCoordinates.x,blockCoordinates.y,blockCoordinates.z,draw.start.x,draw.start.y,draw.block.x,draw.block.y,draw.end.x,draw.end.y,draw.goal.x,draw.goal.y,xgot,goalType,total_time,time_interval,is_goal,mean_xG_xGOT,diff_xG_xGOT
Cristiano Ronaldo,cristiano-ronaldo,C. Ronaldo,F,750,7.4,50.7,True,save,regular,head,high-centre,0.12060547620058,31,0.0,1838,15,862,49.6,24.1,1.0,50.2,0.0,49.3,7.4,50.2,1.0,50.4,0,50.4,75.9,0.0557,,31.0,30-44 mins,0,0.08815273810029,0.06490547620058
Emre Can,emre-can,E. Can,M,138156,20.3,52.2,True,goal,assisted,right-foot,low-right,0.035832051187754,90,3.0,5553,1,747,45.8,8.2,,,,47.8,20.3,,,54.2,0,54.2,91.8,0.3357,regular,93.0,90+ mins,1,0.185766025593877,-0.299867948812246
Leroy Sané,leroy-sane,L. Sané,M,293519,19.5,31.5,True,save,assisted,left-foot,high-centre,0.014805857092142,83,0.0,4973,8,427,50.2,20.3,1.9,51.4,0.0,68.5,19.5,51.4,1.9,49.8,0,49.8,79.7,0.0226,,83.0,75-89 mins,0,0.018702928546070998,-0.007794142907857999
Niclas Füllkrug,niclas-fullkrug,N. Füllkrug,F,132645,15.0,52.0,True,goal,regular,right-foot,high-right,0.18599766492844,68,0.0,4063,23,1337,46.4,23.4,,,,48.0,15.0,,,53.6,0,53.6,76.6,0.3863,regular,68.0,60-74 mins,1,0.28614883246421996,-0.20030233507155998
Leroy Sané,leroy-sane,L. Sané,M,293519,11.7,34.599999999999994,True,save,fast-break,left-foot,low-right,0.12839362025261,63,0.0,3779,28,1621,47.8,1.3,1.8,52.0,0.0,65.4,11.7,52.0,1.8,52.2,0,52.2,98.7,0.1463,,63.0,60-74 mins,0,0.137346810126305,-0.01790637974739001
Antonio Rüdiger,antonio-rudiger,A. Rüdiger,D,142622,30.9,46.4,True,save,assisted,right-foot,low-left,0.026680184528232,51,0.0,3023,40,2377,53.9,10.8,2.3,50.4,0.0,53.6,30.9,50.4,2.3,46.1,0,46.1,89.2,0.2263,,51.0,45-59 mins,0,0.126490092264116,-0.199619815471768
Kai Havertz,kai-havertz,K. Havertz,M,836705,11.5,50.0,True,goal,penalty,left-foot,low-left,0.7884,45,1.0,2734,1,2666,52.2,13.9,,,,50.0,11.5,,,47.8,0,47.8,86.1,0.9606,penalty,46.0,45-59 mins,1,0.8745,-0.17220000000000002
İlkay Gündoğan,ilkay-gundogan,İ. Gündoğan,M,45853,7.6,46.8,True,save,assisted,head,low-left,0.099803552031517,42,0.0,2464,4,236,52.1,1.3,1.4,50.4,0.0,53.2,7.6,50.4,1.4,47.9,0,47.9,98.7,0.1761,,42.0,30-44 mins,0,0.1379517760157585,-0.076296447968483
Kai Havertz,kai-havertz,K. Havertz,M,836705,18.4,47.9,True,save,free-kick,left-foot,low-left,0.13858512043953,28,0.0,1636,18,1064,53.7,7.6,1.4,50.4,0.0,52.1,18.4,50.4,1.4,46.3,0,46.3,92.4,0.3661,,28.0,15-29 mins,0,0.252342560219765,-0.22751487956046998
Jamal Musiala,jamal-musiala,J. Musiala,M,1010231,12.5,53.0,True,goal,assisted,right-foot,high-left,0.17583408951759,19,0.0,1123,27,1577,52.6,32.3,,,,47.0,12.5,,,47.4,0,47.4,67.7,0.3379,regular,19.0,15-29 mins,1,0.25686704475879496,-0.16206591048240998
Florian Wirtz,florian-wirtz,F. Wirtz,F,1019322,17.7,48.4,True,goal,assisted,right-foot,low-left,0.10261054337025,10,0.0,594,36,2106,53.9,4.4,,,,51.6,17.7,,,46.1,0,46.1,95.6,0.3744,regular,10.0,0-14 mins,1,0.238505271685125,-0.27178945662975
Kylian Mbappé,kylian-mbappe,K. Mbappé,F,826643,9.5,72.6,False,save,assisted,right-foot,low-centre,0.028828816488385,56,0.0,3358,35,2042,51.4,1.3,1.8,45.1,0.0,27.4,9.5,45.1,1.8,48.6,0,48.6,98.7,0.054,,56.0,45-59 mins,0,0.0414144082441925,-0.025171183511615
Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,859025,8.5,49.1,False,save,corner,head,low-centre,0.10148026794195,53,0.0,3165,38,2235,50.7,13.9,1.6,50.4,0.0,50.9,8.5,50.4,1.6,49.3,0,49.3,86.1,0.0286,,53.0,45-59 mins,0,0.065040133970975,0.07288026794195
Dani Olmo,dani-olmo,D. Olmo,M,789071,8.0,34.599999999999994,True,goal,regular,right-foot,low-centre,0.12214437872171,25,0.0,1464,21,1236,49.7,15.8,,,,65.4,8.0,,,50.3,0,50.3,84.2,0.0283,regular,25.0,15-29 mins,1,0.075222189360855,0.09384437872171
Lamine Yamal,lamine-yamal,Lamine Yamal,F,1402912,24.6,37.3,True,goal,assisted,left-foot,low-left,0.023169355466962,21,0.0,1216,25,1484,53.9,19.0,,,,62.7,24.6,,,46.1,0,46.1,81.0,0.3761,regular,21.0,15-29 mins,1,0.19963467773348098,-0.352930644533038
Randal Kolo Muani,randal-kolo-muani,R. K. Muani,F,871706,4.9,47.4,False,goal,assisted,head,high-right,0.52247798442841,9,0.0,481,37,2219,45.7,23.4,,,,52.6,4.9,,,54.3,0,54.3,76.6,0.9486,regular,9.0,0-14 mins,1,0.735538992214205,-0.42612201557159
Morten Hjulmand,hjulmand-morten,M. Hjulmand,M,859917,23.4,50.7,False,save,assisted,left-foot,low-centre,0.04688672721386,86,0.0,5133,5,267,51.7,1.9,3.8,49.1,0.0,49.3,23.4,49.1,3.8,48.3,0,48.3,98.1,0.0829,,86.0,75-89 mins,0,0.06489336360693,-0.03601327278614
Andraž Šporar,andraz-sporar,A. Šporar,F,166987,4.8,32.5,True,save,assisted,right-foot,high-right,0.064070291817188,81,0.0,4856,10,544,45.5,24.1,0.5,52.3,0.0,67.5,4.8,52.3,0.5,54.5,0,54.5,75.9,0.3519,,81.0,75-89 mins,0,0.207985145908594,-0.287829708182812
Jannik Vestergaard,jannik-vestergaard,J. Vestergaard,D,120538,8.8,64.0,False,save,corner,head,high-left,0.010933407582343,81,0.0,4824,10,576,52.9,21.5,1.1,46.4,0.0,36.0,8.8,46.4,1.1,47.1,0,47.1,78.5,0.1184,,81.0,75-89 mins,0,0.06466670379117151,-0.107466592417657
Erik Janža,erik-janza,E. Janža,D,124590,23.2,67.4,True,goal,corner,left-foot,high-right,0.0075910803861916,77,0.0,4587,14,813,48.1,20.3,,,,32.6,23.2,,,51.9,0,51.9,79.7,0.0978,regular,77.0,75-89 mins,1,0.0526955401930958,-0.09020891961380839
Rasmus Højlund,rasmus-hojlund,Rasmus Højlund,F,1086417,4.5,45.7,False,save,fast-break,right-foot,low-centre,0.40282422304153,65,0.0,3847,26,1553,51.6,13.3,2.8,52.9,0.0,54.3,4.5,52.9,2.8,48.4,0,48.4,86.7,0.9362,,65.0,60-74 mins,0,0.669512111520765,-0.53337577695847
Christian Eriksen,christian-eriksen,C. Eriksen,M,105734,9.0,45.1,False,goal,throw-in-set-piece,right-foot,low-left,0.33081686496735,17,0.0,995,29,1705,53.9,9.5,,,,54.9,9.0,,,46.1,0,46.1,90.5,0.8282,regular,17.0,15-29 mins,1,0.579508432483675,-0.49738313503265
Bruno Fernandes,bruno-fernandes,B. Fernandes,M,288205,7.7,54.3,False,goal,assisted,right-foot,low-centre,0.77546727657318,56,0.0,3300,35,2100,51.3,1.9,,,,45.7,7.7,,,48.7,0,48.7,98.1,0.6382,regular,56.0,45-59 mins,1,0.7068336382865901,0.13726727657318005
Yusuf Yazıcı,yusuf-yazici,Y. Yazıcı,M,827804,27.7,30.299999999999997,True,save,assisted,left-foot,low-centre,0.017263378947973,53,0.0,3162,38,2238,50.8,10.8,0.59999999999999,50.9,0.0,69.7,27.7,50.9,0.59999999999999,49.2,0,49.2,89.2,0.0228,,53.0,45-59 mins,0,0.0200316894739865,-0.005536621052026999
Orkun Kökçü,orkun-kokcu,O. Kökçü,M,907461,24.6,56.4,True,save,assisted,right-foot,low-left,0.026660066097975,41,0.0,2411,5,289,54.5,1.9,2.8,49.3,0.0,43.6,24.6,49.3,2.8,45.5,0,45.5,98.1,0.4401,,41.0,30-44 mins,0,0.2333800330489875,-0.413439933902025
Kerem Aktürkoğlu,kerem-akturkoglu,K. Aktürkoğlu,M,903324,7.4,67.9,True,save,assisted,right-foot,low-left,0.054276693612337,31,0.0,1815,15,885,53.9,1.9,1.5,45.8,0.0,32.1,7.4,45.8,1.5,46.1,0,46.1,98.1,0.2151,,31.0,30-44 mins,0,0.1346883468061685,-0.160823306387663
Bernardo Silva,bernardo-silva,B. Silva,M,331209,8.8,45.7,False,goal,regular,left-foot,low-right,0.27489322423935,21,0.0,1258,25,1442,46.1,13.9,,,,54.3,8.8,,,53.9,0,53.9,86.1,0.7762,regular,21.0,15-29 mins,1,0.525546612119675,-0.50130677576065
Cristiano Ronaldo,cristiano-ronaldo,C. Ronaldo,F,750,14.2,31.5,False,save,assisted,right-foot,low-right,0.030389595776796,2,0.0,69,44,2631,46.2,1.3,0.59999999999999,53.2,0.0,68.5,14.2,53.2,0.59999999999999,53.8,0,53.8,98.7,0.2205,,2.0,0-14 mins,0,0.125444797888398,-0.190110404223204
Kenny McLean,kenny-mclean,K. McLean,M,75756,21.3,27.900000000000006,True,save,set-piece,left-foot,low-right,0.015115103684366,87,0.0,5174,4,226,47.6,3.8,2.8,53.2,0.0,72.1,21.3,53.2,2.8,52.4,0,52.4,96.2,0.0873,,87.0,75-89 mins,0,0.051207551842183,-0.072184896315634
Ruben Vargas,ruben-vargas,R. Vargas,M,872919,14.1,67.8,False,save,assisted,right-foot,low-centre,0.039327763020992,56,0.0,3346,35,2054,51.5,3.2,1.2,48.9,0.0,32.2,14.1,48.9,1.2,48.5,0,48.5,96.8,0.0554,,56.0,45-59 mins,0,0.047363881510496,-0.016072236979007996
Granit Xhaka,granit-xhaka,G. Xhaka,M,117777,14.6,67.8,False,save,assisted,left-foot,low-right,0.051758944988251,42,0.0,2489,4,211,47.5,16.5,1.2,47.8,0.0,32.2,14.6,47.8,1.2,52.5,0,52.5,83.5,0.1615,,42.0,30-44 mins,0,0.10662947249412551,-0.109741055011749
Che Adams,che-adams,C. Adams,F,773409,2.2,40.5,True,save,corner,right-foot,low-right,0.12624625861645,41,0.0,2445,5,255,45.8,7.6,0.3,53.6,0.0,59.5,2.2,53.6,0.3,54.2,0,54.2,92.4,0.6317,,41.0,30-44 mins,0,0.378973129308225,-0.50545374138355
Dan Ndoye,dan-ndoye,D. Ndoye,M,944327,8.9,62.2,False,save,assisted,right-foot,low-right,0.14002332091331,32,0.0,1905,14,795,47.1,13.9,1.4,46.6,0.0,37.8,8.9,46.6,1.4,52.9,0,52.9,86.1,0.3115,,32.0,30-44 mins,0,0.225761660456655,-0.17147667908669
Xherdan Shaqiri,xherdan-shaqiri,X. Shaqiri,M,65953,20.8,63.0,False,goal,regular,left-foot,high-left,0.039123386144638,26,0.0,1533,20,1167,54.1,27.8,,,,37.0,20.8,,,45.9,0,45.9,72.2,0.4043,regular,26.0,15-29 mins,1,0.221711693072319,-0.365176613855362
Scott McTominay,scott-mctominay,S. McTominay,M,879346,14.5,60.4,True,goal,fast-break,left-foot,high-left,0.10986410826445,13,0.0,758,33,1942,53.8,29.1,,,,39.6,14.5,,,46.2,0,46.2,70.9,0.494,regular,13.0,0-14 mins,1,0.301932054132225,-0.38413589173554996
Donyell Malen,donyell-malen,D. Malen,F,803039,13.9,57.3,False,goal,fast-break,right-foot,low-left,0.37047597765923,90,3.0,5562,1,738,52.3,3.8,,,,42.7,13.9,,,47.7,0,47.7,96.2,0.5931,regular,93.0,90+ mins,1,0.481787988829615,-0.22262402234076994
Donyell Malen,donyell-malen,D. Malen,F,803039,3.2,54.2,False,goal,assisted,right-foot,low-left,0.4374458193779,83,0.0,4943,8,457,52.0,6.3,,,,45.8,3.2,,,48.0,0,48.0,93.7,0.9489,regular,83.0,75-89 mins,1,0.69317290968895,-0.5114541806221
Cody Gakpo,cody-gakpo,C. Gakpo,F,862967,21.9,41.7,False,save,fast-break,right-foot,low-left,0.077289283275604,62,0.0,3705,29,1695,53.7,9.5,4.0,52.3,0.0,58.3,21.9,52.3,4.0,46.3,0,46.3,90.5,0.303,,62.0,60-74 mins,0,0.19014464163780198,-0.225710716724396
Cody Gakpo,cody-gakpo,C. Gakpo,F,862967,8.5,67.3,False,save,assisted,right-foot,low-left,0.073131501674652,59,0.0,3522,32,1878,54.2,17.7,1.1,47.5,0.0,32.7,8.5,47.5,1.1,45.8,0,45.8,82.3,0.2201,,59.0,45-59 mins,0,0.146615750837326,-0.14696849832534797
Denis Drăguş,denis-dragus,D. Drăguş,F,841199,19.1,51.5,True,save,assisted,right-foot,high-centre,0.03440798074007,45,2.0,2766,1,2634,48.7,24.1,1.1,49.6,0.0,48.5,19.1,49.6,1.1,51.3,0,51.3,75.9,0.0763,,47.0,45-59 mins,0,0.05535399037003501,-0.041892019259930004
Cody Gakpo,cody-gakpo,C. Gakpo,F,862967,10.3,67.8,False,goal,assisted,right-foot,low-left,0.050827655941248,20,0.0,1147,26,1553,53.8,8.2,,,,32.2,10.3,,,46.2,0,46.2,91.8,0.1522,regular,20.0,15-29 mins,1,0.101513827970624,-0.101372344058752
Xavi Simons,xavi-simons,X. Simons,M,997183,25.9,77.3,False,save,assisted,right-foot,low-left,0.015353715978563,6,0.0,332,40,2368,51.9,8.2,1.5,48.2,0.0,22.7,25.9,48.2,1.5,48.1,0,48.1,91.8,0.0456,,6.0,0-14 mins,0,0.0304768579892815,-0.030246284021437003
Marcel Sabitzer,marcel-sabitzer,M. Sabitzer,M,133908,4.3,64.8,False,goal,assisted,left-foot,high-left,0.14195601642132,80,0.0,4795,11,605,53.1,27.2,,,,35.2,4.3,,,46.9,0,46.9,72.8,0.7979,regular,80.0,75-89 mins,1,0.46992800821066005,-0.65594398357868
Memphis Depay,memphis-depay,M. Depay,F,138833,10.2,52.8,True,goal,assisted,right-foot,high-right,0.08907700330019,75,0.0,4492,16,908,46.7,22.2,,,,47.2,10.2,,,53.3,0,53.3,77.8,0.8701,regular,75.0,75-89 mins,1,0.479588501650095,-0.78102299669981
Romano Schmid,romano-schmid,R. Schmid,M,830127,8.8,48.8,False,goal,assisted,head,low-left,0.12835247814655,59,0.0,3510,32,1890,51.9,5.1,,,,51.2,8.8,,,48.1,0,48.1,94.9,0.1085,regular,59.0,45-59 mins,1,0.11842623907327499,0.019852478146549987
Cody Gakpo,cody-gakpo,C. Gakpo,F,862967,12.0,63.8,True,goal,fast-break,right-foot,low-right,0.11216504126787,47,0.0,2771,44,2629,46.5,17.1,,,,36.2,12.0,,,53.5,0,53.5,82.9,0.458,regular,47.0,45-59 mins,1,0.285082520633935,-0.34583495873213
Marko Arnautović,marko-arnautovic,M. Arnautović,F,21927,6.9,48.3,False,save,corner,right-foot,low-right,0.38727775216103,38,0.0,2228,8,472,48.1,17.7,4.2,50.7,0.0,51.7,6.9,50.7,4.2,51.9,0,51.9,82.3,0.6855,,38.0,30-44 mins,0,0.536388876080515,-0.29822224783897
Marcel Sabitzer,marcel-sabitzer,M. Sabitzer,M,133908,20.5,66.0,False,save,corner,right-foot,low-left,0.035355128347874,37,0.0,2217,9,483,54.0,3.2,1.9,48.7,0.0,34.0,20.5,48.7,1.9,46.0,0,46.0,96.8,0.2537,,37.0,30-44 mins,0,0.144527564173937,-0.218344871652126
Florian Grillitsch,florian-grillitsch,F. Grillitsch,M,186719,23.1,68.5,False,save,throw-in-set-piece,right-foot,low-left,0.0072453264147043,30,0.0,1778,16,922,53.6,10.1,2.2,48.4,0.0,31.5,23.1,48.4,2.2,46.4,0,46.4,89.9,0.131,,30.0,30-44 mins,0,0.06912266320735215,-0.12375467358529571
Breel Embolo,breel-embolo,B. Embolo,F,352296,14.3,47.6,False,goal,regular,right-foot,low-centre,0.54523730278015,90,3.0,5560,1,740,51.6,17.1,,,,52.4,14.3,,,48.4,0,48.4,82.9,0.3399,regular,93.0,90+ mins,1,0.442568651390075,0.20533730278015005
Granit Xhaka,granit-xhaka,G. Xhaka,M,117777,3.8,39.7,False,save,corner,head,low-centre,0.061326272785664,90,0.0,5352,1,48,48.9,12.7,1.0,53.4,0.0,60.3,3.8,53.4,1.0,51.1,0,51.1,87.3,0.0261,,90.0,90+ mins,0,0.043713136392832,0.035226272785663995
Barnabás Varga,barnabas-varga,B. Varga,F,852434,3.2,49.1,True,goal,assisted,head,low-right,0.66239815950394,66,0.0,3924,25,1476,47.4,12.7,,,,50.9,3.2,,,52.6,0,52.6,87.3,0.9211,regular,66.0,60-74 mins,1,0.79174907975197,-0.25870184049606004
Ruben Vargas,ruben-vargas,R. Vargas,M,872919,11.1,65.0,False,save,assisted,left-foot,low-centre,0.043108507990837,54,0.0,3191,37,2209,49.7,3.2,1.5,47.5,0.0,35.0,11.1,47.5,1.5,50.3,0,50.3,96.8,0.0319,,54.0,45-59 mins,0,0.0375042539954185,0.011208507990837002
Kwadwo Duah,kwadwo-duah,K. Duah,F,827531,13.8,64.0,False,save,assisted,left-foot,low-left,0.1099900752306,48,0.0,2829,43,2571,54.0,9.5,1.6,46.9,0.0,36.0,13.8,46.9,1.6,46.0,0,46.0,90.5,0.203,,48.0,45-59 mins,0,0.1564950376153,-0.09300992476940001
Michel Aebischer,michel-aebischer,M. Aebischer,M,850891,22.2,58.1,False,goal,assisted,right-foot,low-right,0.056842003017664,45,0.0,2683,1,17,45.6,8.2,,,,41.9,22.2,,,54.4,0,54.4,91.8,0.4099,regular,45.0,45-59 mins,1,0.233371001508832,-0.353057996982336
Willi Orbán,willi-orban,W. Orbán,D,136924,8.6,51.1,True,save,set-piece,head,low-centre,0.10784254968166,40,0.0,2376,6,324,50.7,18.4,0.90000000000001,49.8,0.0,48.9,8.6,49.8,0.90000000000001,49.3,0,49.3,81.6,0.188,,40.0,30-44 mins,0,0.14792127484083,-0.08015745031834
Ruben Vargas,ruben-vargas,R. Vargas,M,872919,11.9,43.7,False,save,regular,right-foot,low-centre,0.54257935285568,20,0.0,1181,26,1519,51.6,19.6,5.9,53.4,0.0,56.3,11.9,53.4,5.9,48.4,0,48.4,80.4,0.4501,,20.0,15-29 mins,0,0.49633967642784005,0.09247935285568004
Kwadwo Duah,kwadwo-duah,K. Duah,F,827531,10.7,48.9,False,goal,assisted,right-foot,low-left,0.66899973154068,12,0.0,715,34,1985,51.9,1.3,,,,51.1,10.7,,,48.1,0,48.1,98.7,0.8594,regular,12.0,0-14 mins,1,0.76419986577034,-0.19040026845932
Kerem Aktürkoğlu,kerem-akturkoglu,K. Aktürkoğlu,M,903324,23.4,35.0,True,goal,fast-break,right-foot,low-left,0.77895319461823,90,7.0,5790,1,510,52.5,3.2,,,,65.0,23.4,,,47.5,0,47.5,96.8,0.4793,regular,97.0,90+ mins,1,0.629126597309115,0.29965319461823
Yusuf Yazıcı,yusuf-yazici,Y. Yazıcı,M,827804,8.3,54.8,True,save,assisted,head,high-centre,0.13718411326408,87,0.0,5183,4,217,51.6,25.3,1.2,49.6,0.0,45.2,8.3,49.6,1.2,48.4,0,48.4,74.7,0.4849,,87.0,75-89 mins,0,0.31104205663204,-0.34771588673592
Orkun Kökçü,orkun-kokcu,O. Kökçü,M,907461,9.7,55.4,True,save,fast-break,left-foot,high-centre,0.40418815612793,69,0.0,4085,22,1315,50.1,25.9,1.5,48.4,0.0,44.6,9.7,48.4,1.5,49.9,0,49.9,74.1,0.6977,,69.0,60-74 mins,0,0.550944078063965,-0.29351184387206997
Arda Güler,arda-guler,A. Güler,M,1091116,23.8,34.8,True,goal,assisted,left-foot,high-left,0.034174051135778,65,0.0,3895,26,1505,54.2,25.9,,,,65.2,23.8,,,45.8,0,45.8,74.1,0.5609,regular,65.0,60-74 mins,1,0.29753702556788897,-0.526725948864222
Hakan Çalhanoğlu,hakan-calhanoglu,H. Çalhanoğlu,M,135700,28.9,54.3,True,save,free-kick,right-foot,low-centre,0.035079348832369,57,0.0,3381,34,2019,49.0,18.4,1.1,50.0,0.0,45.7,28.9,50.0,1.1,51.0,0,51.0,81.6,0.0422,,57.0,45-59 mins,0,0.0386396744161845,-0.007120651167630998
Giorgi Tsitaishvili,giorgi-tsitaishvili,G. Tsitaishvili,M,875677,5.6,74.7,False,save,assisted,left-foot,low-left,0.034545656293631,49,0.0,2908,42,2492,52.9,13.3,0.0,46.9,0.0,25.3,5.6,46.9,0.0,47.1,0,47.1,86.7,0.0572,,49.0,45-59 mins,0,0.0458728281468155,-0.022654343706369
Mert Müldür,mert-muldur,M. Müldür,D,836683,7.9,45.0,True,save,assisted,left-foot,low-centre,0.50317972898483,46,0.0,2726,45,2674,49.1,19.0,1.4,52.5,0.0,55.0,7.9,52.5,1.4,50.9,0,50.9,81.0,0.3277,,46.0,45-59 mins,0,0.415439864492415,0.17547972898483
Georges Mikautadze,mikautadze-georges,G. Mikautadze,F,1009372,8.2,41.7,False,goal,assisted,right-foot,low-right,0.32896167039871,32,0.0,1904,14,796,46.5,1.9,,,,58.3,8.2,,,53.5,0,53.5,98.1,0.8604,regular,32.0,30-44 mins,1,0.594680835199355,-0.5314383296012901
Giorgi Tsitaishvili,giorgi-tsitaishvili,G. Tsitaishvili,M,875677,8.6,75.4,False,save,assisted,left-foot,low-left,0.021906768903136,30,0.0,1752,16,948,53.8,19.0,1.0,47.3,0.0,24.6,8.6,47.3,1.0,46.2,0,46.2,81.0,0.1414,,30.0,30-44 mins,0,0.081653384451568,-0.119493231096864
Mert Müldür,mert-muldur,M. Müldür,D,836683,15.7,36.8,True,goal,regular,right-foot,high-right,0.030558362603188,25,0.0,1497,21,1203,45.9,29.1,,,,63.2,15.7,,,54.1,0,54.1,70.9,0.4184,regular,25.0,15-29 mins,1,0.224479181301594,-0.387841637396812
Kenan Yıldız,yildiz-kenan,K. Yıldız,F,1149011,8.6,75.7,True,save,assisted,left-foot,high-centre,0.013108464889228,14,0.0,805,32,1895,51.0,24.1,1.0,47.3,0.0,24.3,8.6,47.3,1.0,49.0,0,49.0,75.9,0.0449,,14.0,0-14 mins,0,0.029004232444614003,-0.031791535110772
Anzor Mekvabishvili,anzor-mekvabishvili,A. Mekvabishvili,M,965260,29.0,50.1,False,save,assisted,right-foot,low-left,0.021340187638998,11,0.0,653,35,2047,52.1,8.2,2.3,50.0,0.0,49.9,29.0,50.0,2.3,47.9,0,47.9,91.8,0.0711,,11.0,0-14 mins,0,0.046220093819499,-0.04975981236100199
Mykhaylo Mudryk,mykhaylo-mudryk,M. Mudryk,M,958966,30.9,61.2,False,save,assisted,right-foot,low-centre,0.015353629365563,90,4.0,5603,1,697,50.6,8.2,2.0,49.1,0.0,38.8,30.9,49.1,2.0,49.4,0,49.4,91.8,0.0212,,94.0,90+ mins,0,0.0182768146827815,-0.0058463706344369995
Georgiy Sudakov,georgiy-sudakov,G. Sudakov,M,1123925,25.0,51.8,False,save,assisted,right-foot,high-left,0.026703588664532,77,0.0,4571,14,829,52.5,22.8,2.2,50.2,0.0,48.2,25.0,50.2,2.2,47.5,0,47.5,77.2,0.1467,,77.0,75-89 mins,0,0.08670179433226599,-0.119996411335468
Denis Drăguş,denis-dragus,D. Drăguş,F,841199,3.7,48.8,True,goal,corner,left-foot,low-centre,0.87191200256348,57,0.0,3386,34,2014,51.0,7.0,,,,51.2,3.7,,,49.0,0,49.0,93.0,0.8199,regular,57.0,45-59 mins,1,0.84590600128174,0.05201200256348004
Andrei Rațiu,andrei-ratiu,A. Rațiu,D,965031,5.0,27.299999999999997,True,save,assisted,right-foot,high-right,0.020522659644485,56,0.0,3359,35,2041,46.5,26.6,0.3,54.7,0.0,72.7,5.0,54.7,0.3,53.5,0,53.5,73.4,0.1855,,56.0,45-59 mins,0,0.1030113298222425,-0.164977340355515
Răzvan Marin,razvan-marin,R. Marin,M,279563,24.0,36.6,True,goal,fast-break,right-foot,low-left,0.016181398183107,53,0.0,3144,38,2256,52.1,3.8,,,,63.4,24.0,,,47.9,0,47.9,96.2,0.1323,regular,53.0,45-59 mins,1,0.07424069909155351,-0.116118601816893
Nicolae Stanciu,nicolae-stanciu,N. Stanciu,M,108673,21.7,40.5,True,goal,assisted,right-foot,high-left,0.023032076656818,29,0.0,1725,17,975,52.9,33.5,,,,59.5,21.7,,,47.1,0,47.1,66.5,0.4118,regular,29.0,15-29 mins,1,0.217416038328409,-0.388767923343182
Florinel Coman,florinel-coman,F. Coman,F,794254,26.5,57.2,True,save,assisted,right-foot,low-centre,0.028626509010792,8,0.0,460,38,2240,50.1,13.9,1.5,50.0,0.0,42.8,26.5,50.0,1.5,49.9,0,49.9,86.1,0.013,,8.0,0-14 mins,0,0.020813254505396,0.015626509010792003
Kevin Csoboth,csoboth-kevin,K. Csoboth,F,879542,11.9,53.4,False,goal,assisted,right-foot,low-left,0.30972623825073,90,10.0,5973,1,327,53.8,5.7,,,,46.6,11.9,,,46.2,0,46.2,94.3,0.8418,regular,100.0,90+ mins,1,0.5757631191253649,-0.53207376174927
Dominik Szoboszlai,dominik-szoboszlai,D. Szoboszlai,M,869856,7.1,31.299999999999997,False,save,assisted,right-foot,low-right,0.089049138128757,90,1.0,5443,1,857,48.0,16.5,1.3,54.0,0.0,68.7,7.1,54.0,1.3,52.0,0,52.0,83.5,0.0577,,91.0,90+ mins,0,0.0733745690643785,0.031349138128757004
András Schäfer,andras-schafer,A. Schäfer,M,877302,14.7,29.099999999999994,False,save,assisted,right-foot,low-right,0.033364593982697,90,0.0,5371,1,29,46.1,10.1,2.4,53.9,0.0,70.9,14.7,53.9,2.4,53.9,0,53.9,89.9,0.141,,90.0,90+ mins,0,0.0871822969913485,-0.10763540601730298
Roland Sallai,roland-sallai,R. Sallai,M,355088,13.9,59.8,False,save,assisted,left-foot,low-left,0.07750229537487,49,0.0,2921,42,2479,52.2,6.3,1.7,48.8,0.0,40.2,13.9,48.8,1.7,47.8,0,47.8,93.7,0.0856,,49.0,45-59 mins,0,0.08155114768743499,-0.00809770462513
Bendegúz Bolla,bendeguz-bolla,B. Bolla,M,921140,26.6,35.0,False,save,assisted,right-foot,low-centre,0.019291367381811,8,0.0,429,38,2271,51.8,3.8,3.2,50.0,0.0,65.0,26.6,50.0,3.2,48.2,0,48.2,96.2,0.0854,,8.0,0-14 mins,0,0.0523456836909055,-0.066108632618189
Roman Yaremchuk,roman-yaremchuk,R. Yaremchuk,F,829296,3.6,39.3,False,goal,assisted,right-foot,low-centre,0.23033227026463,80,0.0,4745,11,655,50.6,1.9,,,,60.7,3.6,,,49.4,0,49.4,98.1,0.5946,regular,80.0,75-89 mins,1,0.412466135132315,-0.36426772973537
Mykhaylo Mudryk,mykhaylo-mudryk,M. Mudryk,M,958966,4.9,66.7,False,save,fast-break,left-foot,low-left,0.08277577906847,74,0.0,4424,17,976,54.2,3.2,1.1,44.8,0.0,33.3,4.9,44.8,1.1,45.8,0,45.8,96.8,0.3022,,74.0,60-74 mins,0,0.192487889534235,-0.21942422093153002
Mykola Shaparenko,shaparenko-mykola,M. Shaparenko,M,793749,10.3,54.5,False,goal,assisted,left-foot,low-left,0.22201985120773,54,0.0,3187,37,2213,53.7,10.8,,,,45.5,10.3,,,46.3,0,46.3,89.2,0.7328,regular,54.0,45-59 mins,1,0.47740992560386497,-0.5107801487922701
