shot_id,player.name,player.slug,player.shortName,player.position,player.jerseyNumber,player.userCount,player.id,player.fieldTranslations.nameTranslation.ar,player.fieldTranslations.shortNameTranslation.ar,playerCoordinates.x,playerCoordinates.y,playerCoordinates.z,player.firstName,player.lastName,isHome,shotType,situation,bodyPart,goalMouthLocation,xg,id,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,incidentType,goalMouthCoordinates.x,goalMouthCoordinates.y,goalMouthCoordinates.z,blockCoordinates.x,blockCoordinates.y,blockCoordinates.z,draw.start.x,draw.start.y,draw.block.x,draw.block.y,draw.end.x,draw.end.y,draw.goal.x,draw.goal.y,xgot,goalType,shootoutOrder
1080,Joachim Andersen,joachim-andersen,J. Andersen,D,16,2255,362682,جواكيم أندرسن,ج. أندرسن,7.3,42.8,0,,,False,miss,corner,head,right,0.090566724538803,3405918,77,,4565,14,835,shot,0,31.6,2.8,6.3,49.3,0.0,42.8,7.3,49.3,6.3,68.4,0,68.4,97.2,,,
1081,Jamal Musiala,jamal-musiala,J. Musiala,M,42,51086,1010231,موسيالا، جمال,م. جمال,9.3,36.4,0,,,True,goal,assisted,right-foot,low-right,0.35243436694145,3405907,68,,4069,23,1331,shot,0,46.1,5.7,,,,36.4,9.3,,,53.9,0,53.9,94.3,0.8296,regular,
1082,Rasmus Højlund,rasmus-hojlund,Rasmus Højlund,F,11,50225,1086417,راسموس هويلوند,ر. هويلوند,12.5,36.6,0,,,False,save,assisted,left-foot,low-centre,0.049914576113224,3405902,66,,3939,25,1461,shot,0,51.7,5.7,3.8,45.7,0.0,36.6,12.5,45.7,3.8,48.3,0,48.3,94.3,0.0646,,
1083,Kai Havertz,kai-havertz,K. Havertz,M,29,68450,836705,"هافرتز, كاي",ك. هافرتز,9.7,39.3,0,,,True,miss,fast-break,left-foot,close-right,0.47713285684586,3405896,59,,3504,32,1896,shot,0,43.2,8.3,,,,39.3,9.7,,,56.8,0,56.8,91.7,,,
1084,Kai Havertz,kai-havertz,K. Havertz,M,29,68450,836705,"هافرتز, كاي",ك. هافرتز,11.5,50.0,0,,,True,goal,penalty,left-foot,low-right,0.7884,3405889,53,,3178,38,2222,shot,0,45.8,0.6,,,,50.0,11.5,,,54.2,0,54.2,99.4,0.9961,penalty,
1085,Thomas Delaney,thomas-delaney,T. Delaney,M,25,1973,66477,توماس ديلاني,ت. ديلاني,2.7,41.5,0,,,False,miss,regular,head,right,0.1127787232399,3405891,45,1.0,2757,1,2643,shot,0,39.2,13.9,2.2,47.3,0.0,41.5,2.7,47.3,2.2,60.8,0,60.8,86.1,,,
1086,Rasmus Højlund,rasmus-hojlund,Rasmus Højlund,F,11,50225,1086417,راسموس هويلوند,ر. هويلوند,9.9,45.8,0,,,False,save,fast-break,left-foot,low-centre,0.23687928915024,3405831,45,,2688,1,12,shot,0,51.2,10.1,7.9,46.6,0.0,45.8,9.9,46.6,7.9,48.8,0,48.8,89.9,0.7021,,
1087,Rasmus Højlund,rasmus-hojlund,Rasmus Højlund,F,11,50225,1086417,راسموس هويلوند,ر. هويلوند,3.6,67.1,0,,,False,miss,regular,right-foot,close-right,0.065616294741631,3405828,42,,2479,4,221,shot,0,42.5,27.8,,,,67.1,3.6,,,57.5,0,57.5,72.2,,,
1088,Nico Schlotterbeck,nico-schlotterbeck,N. Schlotterbeck,D,4,5922,940871,نيكو شلوتربك,ن. شلوتربك,7.1,41.5,0,,,True,miss,set-piece,head,close-left,0.057032622396946,3405826,37,,2214,9,486,shot,0,56.8,23.6,,,,41.5,7.1,,,43.2,0,43.2,76.4,,,
1089,Kai Havertz,kai-havertz,K. Havertz,M,29,68450,836705,"هافرتز, كاي",ك. هافرتز,7.8,49.2,0,,,True,save,set-piece,head,low-centre,0.18053306639194,3405827,37,,2204,9,496,shot,0,49.9,12.0,0.7,49.5,0.0,49.2,7.8,49.5,0.7,50.1,0,50.1,88.0,0.1053,,
1090,Rasmus Højlund,rasmus-hojlund,Rasmus Højlund,F,11,50225,1086417,راسموس هويلوند,ر. هويلوند,12.8,24.6,0,,,False,block,fast-break,left-foot,low-centre,0.023661689832807,3405760,33,,1947,13,753,shot,0,50.4,19.0,11.6,26.9,0.0,24.6,12.8,26.9,11.6,49.6,0,49.6,81.0,,,
1091,Christian Eriksen,christian-eriksen,C. Eriksen,M,14,25702,105734,"اريكسن, كريستيان",ك. اريكسن,18.4,47.3,0,,,False,block,free-kick,right-foot,low-left,0.18693254888058,3405758,31,,1845,15,855,shot,0,52.3,19.0,10.6,47.5,0.0,47.3,18.4,47.5,10.6,47.7,0,47.7,81.0,,,
1092,Joakim Mæhle,joakim-maehle,J. Mæhle,D,21,2152,842364,ماهلي، يواكيم,م. يواكيم,6.9,32.9,0,,,False,miss,assisted,left-foot,high-left,0.12344869226217,3405751,24,,1415,22,1285,shot,0,59.3,40.3,,,,32.9,6.9,,,40.7,0,40.7,59.7,,,
1093,Christian Eriksen,christian-eriksen,C. Eriksen,M,14,25702,105734,"اريكسن, كريستيان",ك. اريكسن,18.1,49.7,0,,,False,block,assisted,right-foot,low-centre,0.17608803510666,3405749,21,,1220,25,1480,shot,0,51.6,4.2,15.4,49.5,0.0,49.7,18.1,49.5,15.4,48.4,0,48.4,95.8,,,
1094,Toni Kroos,toni-kroos,T. Kroos,M,,132775,26502,"كروس, طوني",ط. كروس,24.3,45.8,0,,,True,block,free-kick,right-foot,low-centre,0.08278276771307,3405745,16,,950,30,1750,shot,0,51.4,19.0,16.0,46.7,0.0,45.8,24.3,46.7,16.0,48.6,0,48.6,81.0,,,
1095,Jamal Musiala,jamal-musiala,J. Musiala,M,42,51086,1010231,موسيالا، جمال,م. جمال,24.8,53.8,0,,,True,miss,assisted,right-foot,left,0.028155719861388,3405742,13,,740,33,1960,shot,0,61.7,1.4,,,,53.8,24.8,,,38.3,0,38.3,98.6,,,
1096,Robert Andrich,robert-andrich,R. Andrich,M,8,2436,168903,روبرت اندريش,ر. اندريش,8.9,46.2,0,,,True,save,corner,head,high-centre,0.059353839606047,3405740,11,,638,35,2062,shot,0,49.7,20.9,0.2,49.3,0.0,46.2,8.9,49.3,0.2,50.3,0,50.3,79.1,0.0317,,
1097,Kai Havertz,kai-havertz,K. Havertz,M,29,68450,836705,"هافرتز, كاي",ك. هافرتز,10.8,33.1,0,,,True,save,assisted,left-foot,low-right,0.11004909127951,3405739,10,,597,36,2103,shot,0,47.5,3.8,1.1,46.9,0.0,33.1,10.8,46.9,1.1,52.5,0,52.5,96.2,0.2547,,
1098,Nico Schlotterbeck,nico-schlotterbeck,N. Schlotterbeck,D,4,5922,940871,نيكو شلوتربك,ن. شلوتربك,9.9,38.5,0,,,True,save,corner,head,high-right,0.0084996894001961,3405718,7,,408,39,2292,shot,0,45.7,27.2,0.90000000000001,48.4,0.0,38.5,9.9,48.4,0.90000000000001,54.3,0,54.3,72.8,0.6847,,
1099,Joshua Kimmich,joshua-kimmich,J. Kimmich,M,6,31070,259117,"كيميش, جوشوا",ج. كيميش,25.4,62.4,0,,,True,save,assisted,right-foot,high-right,0.032290827482939,3405717,7,,362,39,2338,shot,0,47.1,28.5,1.8,51.8,0.0,62.4,25.4,51.8,1.8,52.9,0,52.9,71.5,0.2333,,
1100,Christoph Baumgartner,christoph-baumgartner,C. Baumgartner,M,14,2353,825956,"بومغارتنر, كريستوف",ك. بومغارتنر,6.1,54.0,0,,,True,save,assisted,head,low-centre,0.24553187191486,3415267,90,5.0,5640,1,660,shot,0,51.0,13.9,1.0,51.4,0.0,54.0,6.1,51.4,1.0,49.0,0,49.0,86.1,0.2909,,
1101,Barış Alper Yılmaz,baris-alper-yilmaz,B. A. Yılmaz,F,53,4727,904096,باريش يلماز,ب. يلماز,15.8,44.8,0,,,False,save,fast-break,right-foot,low-right,0.12684786319733,3415266,90,4.0,5592,1,708,shot,0,48.0,1.3,6.0,48.4,0.0,44.8,15.8,48.4,6.0,52.0,0,52.0,98.7,0.1756,,
1102,Michael Gregoritsch,michael-gregoritsch,M. Gregoritsch,F,38,1959,111483,مايكل غريغورتش,م. غريغورتش,7.7,51.9,0,,,True,block,assisted,head,low-centre,0.10923186689615,3415265,90,1.0,5441,1,859,shot,0,49.5,19.0,6.2,51.6,0.0,51.9,7.7,51.6,6.2,50.5,0,50.5,81.0,,,
1103,Christoph Baumgartner,christoph-baumgartner,C. Baumgartner,M,14,2353,825956,"بومغارتنر, كريستوف",ك. بومغارتنر,8.8,51.7,0,,,True,miss,corner,head,high,0.081356883049011,3415263,86,,5143,5,257,shot,0,49.1,70.8,,,,51.7,8.8,,,50.9,0,50.9,29.2,,,
1104,Christoph Baumgartner,christoph-baumgartner,C. Baumgartner,M,14,2353,825956,"بومغارتنر, كريستوف",ك. بومغارتنر,5.5,46.8,0,,,True,miss,assisted,head,high-left,0.58661824464798,3415261,84,,5020,7,380,shot,0,62.4,45.8,,,,46.8,5.5,,,37.6,0,37.6,54.2,,,
1105,Marcel Sabitzer,marcel-sabitzer,M. Sabitzer,M,20,10490,133908,"زابيتسر, مارسيل",م. زابيتسر,18.1,68.6,0,,,True,miss,regular,left-foot,left,0.017735566943884,3415262,84,,5013,7,387,shot,0,87.2,26.4,14.0,56.0,0.0,68.6,18.1,56.0,14.0,12.8,0,12.8,73.6,,,
1106,Marko Arnautović,marko-arnautovic,M. Arnautović,F,8,5583,21927,ارنوتوفيتش ماركو,ا. ماركو,22.7,50.0,0,,,True,block,assisted,right-foot,low-centre,0.025222148746252,3415259,75,,4490,16,910,shot,0,50.0,19.0,20.8,50.0,0.0,50.0,22.7,50.0,20.8,50.0,0,50.0,81.0,,,
1107,Florian Grillitsch,florian-grillitsch,F. Grillitsch,M,11,810,186719,"جريليتش, فلوريان",ف. جريليتش,24.0,62.8,0,,,True,save,regular,right-foot,low-centre,0.035902976989746,3415258,75,,4461,16,939,shot,0,50.7,5.1,2.0,51.3,0.0,62.8,24.0,51.3,2.0,49.3,0,49.3,94.9,0.032,,
1108,Florian Grillitsch,florian-grillitsch,F. Grillitsch,M,11,810,186719,"جريليتش, فلوريان",ف. جريليتش,23.2,61.3,0,,,True,block,corner,right-foot,low-centre,0.021104691550136,3415257,74,,4382,17,1018,shot,0,48.9,19.0,19.7,59.7,0.0,61.3,23.2,59.7,19.7,51.1,0,51.1,81.0,,,
1109,Michael Gregoritsch,michael-gregoritsch,M. Gregoritsch,F,38,1959,111483,مايكل غريغورتش,م. غريغورتش,8.7,50.1,0,,,True,save,assisted,head,high-right,0.33982530236244,3415256,69,,4082,22,1318,shot,0,47.7,22.2,1.0,50.0,0.0,50.1,8.7,50.0,1.0,52.3,0,52.3,77.8,0.2567,,
1110,Michael Gregoritsch,michael-gregoritsch,M. Gregoritsch,F,38,1959,111483,مايكل غريغورتش,م. غريغورتش,2.3,43.5,0,,,True,goal,corner,left-foot,high-centre,0.46757286787033,3415254,66,,3953,25,1447,shot,0,51.8,29.1,,,,43.5,2.3,,,48.2,0,48.2,70.9,0.7948,regular,
1111,Stefan Posch,stefan-posch,S. Posch,D,3,1166,355486,ستيفان بوش,س. بوش,9.0,51.7,0,,,True,miss,corner,head,left,0.052477426826954,3415255,66,,3952,25,1448,shot,0,69.9,13.9,3.8,38.8,0.0,51.7,9.0,38.8,3.8,30.1,0,30.1,86.1,,,
1112,Merih Demiral,merih-demiral,M. Demiral,D,28,4253,806968,مره دميرال,م. دميرال,3.5,54.4,0,,,False,goal,corner,head,low-centre,0.19960002601147,3415253,59,,3531,32,1869,shot,0,48.6,19.6,,,,54.4,3.5,,,51.4,0,51.4,80.4,0.6146,regular,
1113,Ferdi Kadıoğlu,ferdi-kadioglu,F. Kadıoğlu,D,7,5318,825844,فيردي كادويغلو,ف. كادويغلو,10.4,27.8,0,,,False,block,assisted,right-foot,low-left,0.053939022123814,3415252,57,,3374,34,2026,shot,0,52.6,19.0,7.0,34.3,0.0,27.8,10.4,34.3,7.0,47.4,0,47.4,81.0,,,
1114,Stefan Posch,stefan-posch,S. Posch,D,3,1166,355486,ستيفان بوش,س. بوش,11.0,62.6,0,,,True,block,regular,right-foot,low-centre,0.066571101546288,3415194,54,,3219,37,2181,shot,0,48.5,19.0,4.7,56.3,0.0,62.6,11.0,56.3,4.7,51.5,0,51.5,81.0,,,
1115,Konrad Laimer,konrad-laimer,K. Laimer,M,27,3275,355492,"لايمر, كونراد",ك. لايمر,14.5,49.7,0,,,True,miss,assisted,left-foot,close-left,0.14475345611572,3415193,53,,3144,38,2256,shot,0,59.2,9.7,,,,49.7,14.5,,,40.8,0,40.8,90.3,,,
1116,Marko Arnautović,marko-arnautovic,M. Arnautović,F,8,5583,21927,ارنوتوفيتش ماركو,ا. ماركو,9.6,51.2,0,,,True,save,assisted,right-foot,low-centre,0.45655617117882,3415192,51,,3032,40,2368,shot,0,48.8,1.3,6.2,50.9,0.0,51.2,9.6,50.9,6.2,51.2,0,51.2,98.7,0.7293,,
1117,Michael Gregoritsch,michael-gregoritsch,M. Gregoritsch,F,38,1959,111483,مايكل غريغورتش,م. غريغورتش,11.7,44.6,0,,,True,miss,assisted,head,left,0.03130342066288,3415191,50,,2972,41,2428,shot,0,60.7,15.3,,,,44.6,11.7,,,39.3,0,39.3,84.7,,,
1118,Christoph Baumgartner,christoph-baumgartner,C. Baumgartner,M,14,2353,825956,"بومغارتنر, كريستوف",ك. بومغارتنر,9.8,52.6,0,,,True,miss,assisted,left-foot,close-right,0.11182387918234,3415165,45,1.0,2756,1,2644,shot,0,43.4,6.9,,,,52.6,9.8,,,56.6,0,56.6,93.1,,,
1119,Marcel Sabitzer,marcel-sabitzer,M. Sabitzer,M,20,10490,133908,"زابيتسر, مارسيل",م. زابيتسر,24.7,30.8,0,,,True,block,assisted,right-foot,low-centre,0.02365761436522,3415159,33,,1960,13,740,shot,0,49.2,19.0,12.8,40.4,0.0,30.8,24.7,40.4,12.8,50.8,0,50.8,81.0,,,
1120,Merih Demiral,merih-demiral,M. Demiral,D,28,4253,806968,مره دميرال,م. دميرال,3.5,53.9,0,,,False,miss,corner,head,close-high,0.20819859206676,3415126,25,,1443,21,1257,shot,0,46.4,56.9,,,,53.9,3.5,,,53.6,0,53.6,43.1,,,
1121,Arda Güler,arda-guler,A. Güler,M,24,153932,1091116,غولر، أردا,غ. أردا,50.8,52.6,0,Arda Guler,,False,miss,fast-break,left-foot,right,0.012787484563887,3415111,19,,1116,27,1584,shot,0,35.8,5.6,,,,52.6,50.8,,,64.2,0,64.2,94.4,,,
1122,Philipp Lienhart,philipp-lienhart,P. Lienhart,D,3,742,576266,فيليب ليانهارت,ف. ليانهارت,15.8,48.1,0,,,True,block,corner,right-foot,low-centre,0.026367893442512,3415110,12,,711,34,1989,shot,0,51.0,19.0,14.1,48.2,0.0,48.1,15.8,48.2,14.1,49.0,0,49.0,81.0,,,
1123,Marcel Sabitzer,marcel-sabitzer,M. Sabitzer,M,20,10490,133908,"زابيتسر, مارسيل",م. زابيتسر,26.6,44.2,0,,,True,block,free-kick,right-foot,low-centre,0.047724701464176,3415109,12,,673,34,2027,shot,0,48.3,19.0,18.2,46.6,0.0,44.2,26.6,46.6,18.2,51.7,0,51.7,81.0,,,
1124,Philipp Lienhart,philipp-lienhart,P. Lienhart,D,3,742,576266,فيليب ليانهارت,ف. ليانهارت,4.0,57.3,0,,,True,miss,corner,head,close-high,0.22947938740253,3415108,7,,399,39,2301,shot,0,51.9,50.0,,,,57.3,4.0,,,48.1,0,48.1,50.0,,,
1125,Christoph Baumgartner,christoph-baumgartner,C. Baumgartner,M,14,2353,825956,"بومغارتنر, كريستوف",ك. بومغارتنر,18.1,66.4,0,,,True,miss,assisted,right-foot,close-left,0.02255485765636,3415088,3,,130,43,2570,shot,0,56.8,4.2,,,,66.4,18.1,,,43.2,0,43.2,95.8,,,
1126,Merih Demiral,merih-demiral,M. Demiral,D,28,4253,806968,مره دميرال,م. دميرال,3.5,49.7,0,,,False,goal,corner,left-foot,high-left,0.3194200694561,3415087,1,,57,45,2643,shot,0,52.9,31.6,,,,49.7,3.5,,,47.1,0,47.1,68.4,0.9858,regular,
1127,N'Golo Kanté,ngolo-kante,N. Kanté,M,7,51236,234148,"كانتي, نغولو",ن. كانتي,12.7,66.3,0,,,False,block,assisted,right-foot,low-centre,0.027790050953627,3385346,90,1.0,5430,1,870,shot,0,49.7,19.0,11.4,64.6,0.0,66.3,12.7,64.6,11.4,50.3,0,50.3,81.0,,,
1128,Virgil van Dijk,virgil-van-dijk,V. van Dijk,D,4,55660,151545,"فان ديك, فيرجيل",ف. ف. ديك,13.1,48.2,0,,,True,block,corner,head,low-left,0.013846877962351,3385306,79,,4719,12,681,shot,0,51.8,19.0,10.7,48.2,0.0,48.2,13.1,48.2,10.7,48.2,0,48.2,81.0,,,
1129,Memphis Depay,memphis-depay,M. Depay,F,,44723,138833,ميمفيس ديپاي,م. ديپاي,8.0,40.9,0,,,True,save,assisted,left-foot,low-centre,0.23724372684956,3385303,69,,4111,22,1289,shot,0,50.0,3.2,1.8,47.5,0.0,40.9,8.0,47.5,1.8,50.0,0,50.0,96.8,0.2315,,
1130,Ousmane Dembélé,ousmane-dembele,O. Dembélé,F,10,103067,818244,"ديمبيلي, عثمان",ع. ديمبيلي,14.7,66.1,0,,,False,miss,assisted,left-foot,high,0.041622437536716,3385302,68,,4039,23,1361,shot,0,50.3,68.1,,,,66.1,14.7,,,49.7,0,49.7,31.9,,,
1131,Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,18,59731,859025,أوريلين تشواميني,أ. تشواميني,23.8,26.3,0,,,False,block,corner,right-foot,low-centre,0.020277231931686,3385301,66,,3937,25,1463,shot,0,49.9,19.0,12.9,37.2,0.0,26.3,23.8,37.2,12.9,50.1,0,50.1,81.0,,,
1132,Antoine Griezmann,antoine-griezmann,A. Griezmann,F,7,104177,85859,"غريزمان, انطوان",ا. غريزمان,5.4,53.6,0,,,False,save,assisted,left-foot,low-right,0.72809600830078,3385300,65,,3885,26,1515,shot,0,46.7,5.1,2.3,52.3,0.0,53.6,5.4,52.3,2.3,53.3,0,53.3,94.9,0.9745,,
1133,Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,18,59731,859025,أوريلين تشواميني,أ. تشواميني,11.1,49.0,0,,,False,miss,corner,head,close-high,0.023597603663802,3385299,63,,3735,28,1665,shot,0,48.4,50.0,,,,49.0,11.1,,,51.6,0,51.6,50.0,,,
1134,Marcus Thuram,marcus-thuram,M. Thuram,F,9,11384,791702,"ثورام, ماركوس",م. ثورام,19.2,50.7,0,,,False,miss,assisted,right-foot,close-left,0.042772985994816,3385298,60,,3588,31,1812,shot,0,59.2,2.8,,,,50.7,19.2,,,40.8,0,40.8,97.2,,,
1135,Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,18,59731,859025,أوريلين تشواميني,أ. تشواميني,28.2,37.1,0,,,False,block,assisted,right-foot,low-left,0.011190539225936,3385297,59,,3513,32,1887,shot,0,52.4,19.0,26.0,37.9,0.0,37.1,28.2,37.9,26.0,47.6,0,47.6,81.0,,,
1136,Adrien Rabiot,adrien-rabiot,A. Rabiot,M,25,9168,250737,أدريان رابيو,أ. رابيو,8.9,47.7,0,,,False,miss,assisted,right-foot,high-right,0.21641796827316,3385296,57,,3398,34,2002,shot,0,28.4,68.1,,,,47.7,8.9,,,71.6,0,71.6,31.9,,,
1137,Memphis Depay,memphis-depay,M. Depay,F,,44723,138833,ميمفيس ديپاي,م. ديپاي,25.7,40.7,0,,,True,block,free-kick,right-foot,low-centre,0.053671635687351,3385295,55,,3279,36,2121,shot,0,50.2,19.0,14.7,44.6,0.0,40.7,25.7,44.6,14.7,49.8,0,49.8,81.0,,,
1138,N'Golo Kanté,ngolo-kante,N. Kanté,M,7,51236,234148,"كانتي, نغولو",ن. كانتي,23.9,71.5,0,,,False,miss,assisted,right-foot,high,0.011576414108276,3385294,52,,3118,39,2282,shot,0,45.2,72.2,,,,71.5,23.9,,,54.8,0,54.8,27.8,,,
1139,Ousmane Dembélé,ousmane-dembele,O. Dembélé,F,10,103067,818244,"ديمبيلي, عثمان",ع. ديمبيلي,20.9,56.2,0,,,False,block,regular,left-foot,low-centre,0.034442376345396,3385293,51,,3021,40,2379,shot,0,48.6,19.0,15.4,54.3,0.0,56.2,20.9,54.3,15.4,51.4,0,51.4,81.0,,,
1140,Antoine Griezmann,antoine-griezmann,A. Griezmann,F,7,104177,85859,"غريزمان, انطوان",ا. غريزمان,12.0,45.8,0,,,False,save,assisted,head,low-left,0.056793294847012,3385292,43,,2541,3,159,shot,0,53.0,10.8,1.2,48.9,0.0,45.8,12.0,48.9,1.2,47.0,0,47.0,89.2,0.1194,,
1141,Antoine Griezmann,antoine-griezmann,A. Griezmann,F,7,104177,85859,"غريزمان, انطوان",ا. غريزمان,19.4,71.5,0,,,False,block,free-kick,left-foot,low-centre,0.047417677938938,3385291,41,,2435,5,265,shot,0,49.9,19.0,12.0,63.4,0.0,71.5,19.4,63.4,12.0,50.1,0,50.1,81.0,,,
1142,Xavi Simons,xavi-simons,X. Simons,M,20,31869,997183,سيمونز ، تشافي,س. ، تشافي,24.4,37.6,0,,,True,save,regular,right-foot,low-centre,0.040977697819471,3385290,36,,2104,10,596,shot,0,48.4,3.8,3.6,48.9,0.0,37.6,24.4,48.9,3.6,51.6,0,51.6,96.2,0.076,,
1143,Jeremie Frimpong,jeremie-frimpong,J. Frimpong,M,30,11331,970361,"فريمبونغ, جيريمي",ج. فريمبونغ,13.5,63.8,0,,,True,block,regular,right-foot,low-right,0.039797693490982,3385289,35,,2067,11,633,shot,0,47.7,19.0,11.5,62.1,0.0,63.8,13.5,62.1,11.5,52.3,0,52.3,81.0,,,
1144,Marcus Thuram,marcus-thuram,M. Thuram,F,9,11384,791702,"ثورام, ماركوس",م. ثورام,8.9,70.7,0,,,False,miss,assisted,right-foot,close-high-right,0.055311340838671,3385288,28,,1658,18,1042,shot,0,44.0,48.6,,,,70.7,8.9,,,56.0,0,56.0,51.4,,,
1145,Tijjani Reijnders,tijjani-reijnders,T. Reijnders,M,14,4104,893549,ماورو جونيور,م. جونيور,25.1,40.7,0,,,True,block,assisted,right-foot,low-centre,0.016668040305376,3385287,28,,1636,18,1064,shot,0,51.5,19.0,23.1,41.3,0.0,40.7,25.1,41.3,23.1,48.5,0,48.5,81.0,,,
1146,Cody Gakpo,cody-gakpo,C. Gakpo,F,18,35992,862967,كودي جاكبو,ك. جاكبو,19.4,32.7,0,,,True,save,assisted,right-foot,low-right,0.0497205555439,3385258,16,,955,30,1745,shot,0,46.2,3.2,1.2,48.4,0.0,32.7,19.4,48.4,1.2,53.8,0,53.8,96.8,0.4244,,
1147,Antoine Griezmann,antoine-griezmann,A. Griezmann,F,7,104177,85859,"غريزمان, انطوان",ا. غريزمان,11.1,47.7,0,,,False,miss,assisted,left-foot,close-left,0.095440343022346,3385257,14,,828,32,1872,shot,0,57.3,13.9,,,,47.7,11.1,,,42.7,0,42.7,86.1,,,
1148,Antoine Griezmann,antoine-griezmann,A. Griezmann,F,7,104177,85859,"غريزمان, انطوان",ا. غريزمان,21.9,23.9,0,,,False,save,assisted,left-foot,high-centre,0.015514036640525,3385256,4,,229,42,2471,shot,0,48.7,25.3,1.4,48.2,0.0,23.9,21.9,48.2,1.4,51.3,0,51.3,74.7,0.0817,,
1149,Jeremie Frimpong,jeremie-frimpong,J. Frimpong,M,30,11331,970361,"فريمبونغ, جيريمي",ج. فريمبونغ,10.0,70.9,0,,,True,save,assisted,right-foot,low-left,0.020150519907475,3385255,1,,55,45,2645,shot,0,52.6,5.1,1.2,53.4,0.0,70.9,10.0,53.4,1.2,47.4,0,47.4,94.9,0.2424,,
1150,Mario Mitaj,mitaj-mario,M. Mitaj,D,21,616,1006089,,,18.2,29.4,0,,,False,miss,assisted,left-foot,close-high-right,0.04195773229003,3351048,90,5.0,5695,1,605,shot,0,41.2,47.2,,,,29.4,18.2,,,58.8,0,58.8,52.8,,,
1151,Rey Manaj,rey-manaj,R. Manaj,F,9,1846,587882,راي ماناي,ر. ماناي,3.8,66.2,0,,,False,miss,assisted,right-foot,left,0.21717385947704,3351041,90,,5372,1,28,shot,0,61.0,6.9,,,,66.2,3.8,,,39.0,0,39.0,93.1,,,
1152,Federico Dimarco,federico-dimarco,F. Dimarco,M,32,6606,284361,فيديريكو دي ماركو,ف. د. ماركو,23.8,27.2,0,,,True,save,assisted,left-foot,high-centre,0.023048551753163,3351026,80,,4748,11,652,shot,0,48.4,24.7,3.7,46.2,0.0,27.2,23.8,46.2,3.7,51.6,0,51.6,75.3,0.0997,,
1153,Kristjan Asllani,kristjan-asllani,K. Asllani,M,21,2795,996820,كريستجان أسلاني,ك. أسلاني,20.4,56.2,0,,,False,miss,corner,left-foot,right,0.033794123679399,3351011,69,,4132,22,1268,shot,0,37.0,19.4,,,,56.2,20.4,,,63.0,0,63.0,80.6,,,
1154,Giovanni Di Lorenzo,giovanni-di-lorenzo,G. Di Lorenzo,D,22,4950,153257,جيانلوي,جيانلوي,3.6,38.5,0,,,True,block,corner,head,low-centre,0.051838424056768,3351003,67,,3965,24,1435,shot,0,49.4,18.1,2.4,41.5,0.0,38.5,3.6,41.5,2.4,50.6,0,50.6,81.9,,,
1155,Federico Chiesa,federico-chiesa,F. Chiesa,F,7,21750,845386,فيديريكو تشيسا,ف. تشيسا,17.6,65.8,0,,,True,miss,assisted,left-foot,close-left,0.03292191028595,3350993,60,,3541,31,1859,shot,0,57.0,23.6,,,,65.8,17.6,,,43.0,0,43.0,76.4,,,
1156,Kristjan Asllani,kristjan-asllani,K. Asllani,M,21,2795,996820,كريستجان أسلاني,ك. أسلاني,25.0,30.9,0,,,False,block,free-kick,right-foot,low-centre,0.035784356296062,3350982,52,,3102,39,2298,shot,0,50.9,19.0,15.1,38.1,0.0,30.9,25.0,38.1,15.1,49.1,0,49.1,81.0,,,
1157,Gianluca Scamacca,gianluca-scamacca,G. Scamacca,F,90,7446,807301,جيانلوكا سكاماكا,ج. سكاماكا,21.8,54.4,0,,,True,miss,regular,right-foot,left,0.025939362123609,3350980,48,,2857,43,2543,shot,0,62.2,4.2,11.4,48.2,0.0,54.4,21.8,48.2,11.4,37.8,0,37.8,95.8,,,
1158,Lorenzo Pellegrini,lorenzo-pellegrini,L. Pellegrini,M,7,6544,555540,لورنزو بيليجريني,ل. بيليجريني,8.3,47.1,0,,,True,miss,assisted,other,left,0.19831444323063,3350971,45,2.0,2769,1,2631,shot,0,64.9,13.9,,,,47.1,8.3,,,35.1,0,35.1,86.1,,,
1159,Jasir Asani,jasir-asani,J. Asani,M,44,666,355022,,,25.7,65.7,0,,,False,miss,set-piece,left-foot,close-high-left,0.0067548104561865,3350967,44,,2624,2,76,shot,0,58.8,59.7,,,,65.7,25.7,,,41.2,0,41.2,40.3,,,
1160,Riccardo Calafiori,riccardo-calafiori,R. Calafiori,D,33,2060,957602,"كالافيوري, ريكاردو",ر. كالافيوري,8.9,48.1,0,,,True,block,corner,head,low-centre,0.05739189684391,3350964,40,,2396,6,304,shot,0,51.4,19.0,7.2,48.2,0.0,48.1,8.9,48.2,7.2,48.6,0,48.6,81.0,,,
1161,Gianluca Scamacca,gianluca-scamacca,G. Scamacca,F,90,7446,807301,جيانلوكا سكاماكا,ج. سكاماكا,4.2,63.4,0,,,True,save,assisted,right-foot,low-centre,0.15886078774929,3350962,40,,2354,6,346,shot,0,51.3,0.6,2.2,57.8,0.0,63.4,4.2,57.8,2.2,48.7,0,48.7,99.4,0.5179,,
